0x82002FF0	Enable Season Ticket
0x82162D10	Blaze::SportsSeasons::GetRecentGamesRequest
0x82162D78	Blaze::SportsSeasons::GetDivisionSizesRequest
0x82162EBF	pSeasonConfiguration::mTrophies
0x82162EE0	SeasonConfiguration::mCups
0x82162EFC	SeasonConfiguration::mDivisionGroups
0x82162F48	Blaze::SportsSeasons::SeasonConfiguration
0x82162FD8	Blaze::SportsSeasons::GetRecentGamesResponse
0x82163074	Blaze::SportsSeasons::GetDivisionSizesResponse
0x821632F8	OverallSeasonInfo::mCupResults
0x82163318	OverallSeasonInfo::mGroupTitles
0x8216335B	POverallSeasonInfo
0x82163370	Blaze::SportsSeasons::OverallSeasonInfo
0x821633B8	rookie
0x821634E4	%d/protected/competition/%d/contractoffers/list
0x82163674	trade=%s
0x82163680	sim=%s
0x82163D48	DeleteRetirements
0x82163D5C	%d/protected/competition/%d/retirements/delete
0x82163EE8	DeleteAllContracts
0x82163EFC	%d/protected/competition/%d/contractoffers/delete
0x82163F30	DeleteLeagueContractOfferByUrl
0x82163FBC	%d/protected/competition/%d/retirements/add
0x82163FE8	AddLeagueRetirementData
0x82164128	%d/protected/competition/%d/periodType/%s/game/%d/boxscore/update
0x821642D4	{"contractoffers" : [ 
0x821642EC	SetLeagueContractOfferByUrl
0x82164360	GetCompetitionLeagueRetirementData
0x82164384	%d/protected/competition/%d/contractoffers/add
0x821643B4	%d/protected/competition/%d/contractoffers/update
0x821643E8	%d/protected/competition/%d/contractoffers/addupdate
0x82164420	GetLeagueContractOfferByUrl
0x82164440	%d/protected/competition/%d/retirement/list?firstResult=%d&maxRecords=%d
0x82164490	%d/protected/competition/%d/contractoffers/list?firstResult=%d&maxRecords=%d
0x82164D4C	SocialAction::ActionNewContract
0x82164D6C	bap_milestone_requested_trade
0x82164D8C	SocialAction::ActionWasDrafted
0x82164DAC	SocialAction::ActionTraded
0x82164E28	bap_milestone_made_playoffs
0x82164E7C	SocialAction::ActionRetired
0x82165034	%d/protected/competition/%d/draftlist/list
0x82165060	%d/protected/competition/%d/draftlist/delete
0x821651A2	OHDeleteLeagueDraftPickData
0x821651CE	PpDeleteLeagueFreeAgentData
0x82165264	DeleteLeagueScoutMiscData
0x82165280	DeleteLeagueScoutVisitData
0x821654D7	hGenerateNewSchedule
0x821655B8	RemoveLeagueDraftPickData
0x821655D8	%d/protected/competition/%d/draftpick/player/%d/delete
0x82165610	%d/protected/competition/%d/draftpick/deleteolddata?maxyear=%d
0x82165650	%d/protected/competition/%d/freeagent/deleteall
0x82165708	%d/protected/competition/%d/scoutvisit/deleteall
0x8216573C	AddLeagueTradeBlockItem
0x82165754	%d/protected/competition/%d/tradeblock/%d/add
0x821657C0	DeletePlayerForRetirement
0x82165850	DeleteDraftPriorityData
0x82165884	%d/protected/competition/%d/freeagent/delete
0x82165944	DeleteTradeBlock
0x82165958	%d/protected/competition/%d/tradeblock/%d/delete
0x82165AAC	CreateTradeRequest
0x82165AC0	%d/protected/competition/%d/trades/add%s
0x82165AEC	%d/protected/competition/%d/trades/cpu/add%s
0x82165B1C	%d/protected/competition/%d/trades/cpu/user/add%s
0x82165B50	%d/protected/competition/%d/trades/cpu/cpu/add%s
0x82165B94	AcceptTradeRequest
0x82165BA8	%d/protected/competition/%d/trades/%d/accept%s
0x82165BE8	%d/protected/competition/%d/trades/%d/approve%s
0x82165DC8	periodType/season
0x82165DDC	periodType/playoff
0x82165E8C	GetPlayerContractRemaining
0x82165EA8	%d/protected/competition/%d/player/contract/remaining/%d/list
0x82165FB0	GetCompetitionLeagueFreeAgentMiscDataByPlayer
0x82165FE0	%d/protected/competition/%d/freeagentmisc/list
0x821660B8	TXT_UNICORN_TRADE
0x82166264	SetLeagueFreeAgentData
0x821662C8	SetLeagueFreeAgentMiscData
0x82166360	%d/protected/competition/%d/scoutmisc/update/seasoncompletevalue?pct=%d
0x821663A8	UpdateSeasonCompletionPct
0x821663C8	%d/protected/competition/%d/scoutmisc/update/seasoncompletevalue?tier=%d
0x82166414	UpdateSeasonCompletionTier
0x82166430	SetLeagueScoutMiscData
0x82166448	SetLeagueScoutVisitData
0x82166660	GetCompetitionLeagueDraftPickDataByPlayer
0x8216668C	%d/protected/competition/%d/freeagent/update
0x821666BC	GetCompetitionLeagueFreeAgentDataByPlayer
0x821666E8	%d/protected/competition/%d/freeagentmisc/update
0x8216671C	GetTopFreeAgents
0x82166730	%d/protected/competition/%d/freeagent/topranked/list
0x821667AC	%d/protected/competition/%d/scoutmisc/update
0x821667DC	UpdateLeagueScoutMiscDataList
0x821667FC	GetCompetitionLeagueScoutMiscDataByPlayer
0x82166848	GetCompetitionLeagueScoutVisitDataByPlayer
0x82166A34	%d/protected/competition/%d/scoutstaff/list
0x82166A60	%d/protected/competition/%d/scoutstaff/update
0x82166A90	%d/protected/competition/%d/scoutstaff/update/date?team=%d&juliandate=%d
0x82166AF8	UpdateScoutNextProcessingDate
0x82166B2C	%d/protected/competition/%d/scoutstaff/resetalltargets
0x82166B98	%d/protected/competition/%d/scoutstaff/list?team=%d
0x82166BCC	%d/protected/competition/%d/scoutstaff/update/assignment
0x82166C08	%d/protected/competition/%d/scoutstaff/update/grade
0x82166C3C	%d/protected/competition/%d/scoutstaff/update/trainer
0x82166C74	%d/protected/competition/%d/scoutstaff/update/target
0x82166CAC	%d/protected/competition/%d/scoutmisc/list
0x82166CD8	%d/protected/competition/%d/scoutvisit/list?team=%d
0x82166D0C	GetLeagueTradeBlockItems
0x82166D28	%d/protected/competition/%d/tradeblock/%d/list
0x82166D58	%d/protected/competition/%d/draftpick/list
0x82166D84	%d/protected/competition/%d/draftpick/list?year=%d
0x82166DB8	%d/protected/competition/%d/draftpick/list?owner=%d
0x82166DEC	%d/protected/competition/%d/draftpick/list?owner=%d&year=%d
0x82166E28	%d/protected/competition/%d/draftpick/list?owner=%d&origteam=%d
0x82166E68	%d/protected/competition/%d/draftpick/list?origteam=%d&year=%d&round=%d
0x82166EB0	%d/protected/competition/%d/draftpick/list?player=%d
0x82166EE8	GetDraftPriorityData
0x82166F00	%d/protected/competition/%d/scoutvisit/list?dummy=0
0x82166F34	%d/protected/competition/%d/scoutvisit/list?player=%d&team=%d
0x82166FD4	SetLeagueDraftPickData
0x82166FEC	AddDraftPriorityData
0x82167004	%d/protected/competition/%d/draftlist/add
0x82167030	%d/protected/competition/%d/scoutvisit/increasevisitnum
0x82167068	IncreaseLeagueScoutVisitNum
0x821670A4	%d/protected/competition/%d/scoutvisit/update
0x821670D4	%d/protected/competition/%d/team/%d/draftpick/add
0x82167108	%d/protected/competition/%d/team/%d/draftpick/update
0x821679E0	ClubRankSeasonalLB
0x82167E48	gAdjustDroppedGoalieRatingsInEASHL
0x82167E6C	gAdjustDroppedGoalieRatingsInOTP
0x8216BC30	ONLINE_REG_SEASON_CHAMP
0x8216BC48	ONLINE_ELITE_PLAYOFF_CHAMP
0x8216BC64	ONLINE_PRO_PLAYOFF_CHAMP
0x8216BC80	ONLINE_AMATEUR_PLAYOFF_CHAMP
0x8216C7DC	onlineclubplayoffs
0x8216C818	issimulatedgame
0x8216C838	isplayoffmode
0x8216C980	playedbapdraftaudioingame
0x8216C99C	bapprospectrank
0x8216C9AC	bapdraftupdatetype
0x8216C9C0	bapdraftrank
0x8216CAE8	numteamsinplayoffpergroup
0x8216CB04	leagueplayofftype
0x8216CB18	maxstandingsppg
0x8216CBFC	bapdraftinfo
0x8216D07C	overallrank
0x8216D17C	lastyearplayoffrun
0x8216D190	pointscushionforplayoffspot
0x8216D1AC	currentlyinlastplayoffspot
0x8216D1C8	playoffstatus
0x8216D280	leagueawardstats
0x8216D414	season1
0x8216D41C	season0
0x8216DBD8	TXT_MUD_SERVER_ERROR_TICK_IN_PROGRESS
0x8216DD3C	MudScheduleManager::ProcessTrades
0x8216DD78	TXT_ADVANCE_TICK_STATUS_ROSTER_CLEAN_UP_PROGRESS
0x8216DDC8	MudScheduleManager::DraftPickCacheEnabler
0x8216E028	Tick - free agents
0x8216E074	TXT_ADVANCE_TICK_STATUS_PROCESS_TRADE
0x8216E09C	Tick - trades
0x8216E0D8	Tick - sim
0x8216E23C	trade_status
0x8216E24C	trade_league_reject
0x8216E260	trade_commish_reject
0x8216E278	trade_gm_reject
0x8216E288	trade_gm_accept
0x8216E2EC	freeagent
0x8216E2F8	trade_approve
0x8216E308	trade_accept
0x8216E318	trade_request_mobile
0x8216E330	trade_request
0x8216E3D8	LeagueScoutCacheManager
0x8216E3F0	team awards
0x8216E3FC	player awards
0x8216E438	trade block
0x82170D34	goalie_player_rating
0x82170D80	right_defense_player_rating
0x82170DD8	left_defense_player_rating
0x82170E2C	right_wing_player_rating
0x82170E7C	center_player_rating
0x82170EC4	left_wing_player_rating
0x8217103C	contract_salary
0x8217104C	contract_years
0x8217105C	bap_milestone_new_contract
0x82171078	bap_milestone_retired
0x82171090	bap_milestone_drafted
0x8217126C	SeasonsManager
0x821712BC	IS_PLAYOFF_GAME
0x821712FC	TXT_SEASONS_HUB_HOME
0x82171314	TXT_SEASONS_HUB_TROPHIES
0x82171330	TXT_SEASONS_HUB_LEADERBOARDS
0x82171350	TXT_SEASONS_HUB_PLAY_CUP
0x8217136C	TXT_SEASONS_HUB_PLAYGAME
0x82171398	FETemp::OverallStatsDataProvider::RewardData
0x821713C8	TXT_SEASONS_ELIMINATED_HUB
0x821713E4	TXT_SEASONS_HUB_STATUS
0x821713FC	TXT_SEASONS_HUB_WINDOW_CLOSES
0x8217141C	TXT_SEASONS_HUB_QUALIFIED_CUP
0x8217143C	TXT_SEASONS_HUB_WINDOW_OPEN
0x82171458	TXT_SEASONS_PLAYOFF_WINDOW
0x821714E4	TXT_SEASONS_ENTRY_WAIT
0x821714FC	TXT_SEASONS_POPUP_CUP_WINDOW_CLOSED
0x82171520	TXT_SEASONS_POPUP_BRACKET_RESET_TOURNAMENT_FAILED_NO_RESETS
0x8217155C	TXT_SEASONS_POPUP_BRACKET_RESET_TOURNAMENT_FAILED
0x82171590	TXT_SEASONS_POPUP_BRACKET_REFRESH_DATA
0x821715B8	TXT_SEASONS_POPUP_BRACKET_RESET_TOURNAMENT
0x821715E4	TXT_SEASONS_HUB_FAILED_TO_LOAD
0x82171604	TXT_SEASONS_DATA_LOADING
0x82171648	TXT_SEASONS_HUB_MODENAME
0x82171678	TXT_SEASONS_BRACKET
0x821716C0	TXT_SEASONS_FINAL
0x821716D4	TXT_SEASONS_SEMI
0x821716E8	TXT_SEASONS_QTR
0x821716F8	TXT_SEASONS_R16
0x82171708	TXT_EASHL_SEASONS_CHAMPION
0x8217177C	TXT_ONLINE_SEASONS_DIVCOUNT
0x821717E4	TXT_SEASONS_LEADERBOARD
0x82171808	TXT_ONLINE_SEASONS_TROPHY
0x82171844	bap_milestone_traded
0x82171B2C	award_name_hal
0x82171B3C	award_name
0x82171B48	bap_milestone_individual_award
0x82171B68	TXT_SEASONS_REWARD_RELEGATION_DESC
0x82171B8C	TXT_SEASONS_REWARD_HOLD_DESC
0x82171BAC	TXT_SEASONS_REWARD_PROMOTION_DESC
0x82171BD0	TXT_SEASONS_REWARD_TITLE_DESC
0x82171BF0	TXT_SEASONS_REWARD_TITLE_LAST_GAME
0x82171C14	TXT_SEASONS_REWARD_HEADER
0x82171C30	TXT_SEASONS_FIRST_SEASON
0x82171C4C	TXT_SEASONS_HUB_DIV
0x82171C60	TXT_SEASONS_HUB_BEST_CUP
0x82171C7C	TXT_SEASONS_HUB_BEST_DIV
0x82171C98	TXT_SEASONS_LEAGUE_MOVEMENT
0x82171CB8	TXT_SEASONS_HUB_NO_CUP_INFO
0x82171CEC	TXT_SEASONS_PTS_ONLY
0x82171D04	TXT_SEASONS_PT_ONLY
0x82171D24	TXT_SEASONS_HUB_X
0x82171D94	TXT_SEASONS_TROPHY_TIMES_WON
0x82171DB4	TXT_SEASONS_CUP_REWARD
0x82171DCC	artAssets/seasons/trophy/t%d_0.swf
0x82171E04	prevSeasonTies
0x82171E14	prevSeasonLosses
0x82171E28	artAssets/teamLogosDynasty/d%d.swf
0x82171E4C	TXT_SEASONS_DIVCOUNT_TOTAL_USERS
0x82171E70	TXT_SEASONS_DIVCOUNT_TOTAL_CLUBS
0x821724B8	cputrades
0x821724DC	seasontiebreak
0x821724EC	seasonovertimeloss
0x82172500	playofftiebreak
0x82172510	playoffserieslength
0x82172564	drafttype
0x82172570	draftpickownership
0x82172644	draftList
0x82172890	UpdateUploadProgressBar
0x821729A8	contractis2way
0x821729B8	contractlength
0x821729C8	contractdollars
0x821729D8	contractoffers
0x821729F0	pickOverAll
0x82172A1C	draftPick
0x82173014	seasonCompletionMod
0x82173168	potentialRtg
0x82173178	overallRtg
0x8217318C	tradeAgeTier
0x8217319C	tradeQualityTier
0x821731B0	adjTradEval
0x82173238	freeagentmisc
0x82173718	standings3
0x82173724	standings2
0x82173730	standings1
0x82173B4C	retirementId
0x82173B68	retirement
0x82173B9C	contractLength
0x82173BAC	contractIs2Way
0x82173BBC	contractDollars
0x82173BD0	seasonCompletionTier
0x82173BE8	seasonCompletionPct
0x82173BFC	leagueScoutMiscDataId
0x82173C14	draftQuality24
0x82173C24	draftQuality23
0x82173C34	draftQuality22
0x82173C44	draftQuality21
0x82173C54	draftQuality20
0x82173C64	draftQuality19
0x82173C74	draftQuality18
0x82173C84	draftQuality17
0x82173C94	draftQuality16
0x82173CA4	draftQuality15
0x82173CB4	draftQuality14
0x82173CC4	draftQuality13
0x82173CD4	draftQuality12
0x82173CE4	draftQuality11
0x82173CF4	draftQuality10
0x82173D04	draftQuality9
0x82173D14	draftQuality8
0x82173D24	draftQuality7
0x82173D34	draftQuality6
0x82173D44	draftQuality5
0x82173D54	draftQuality4
0x82173D64	draftQuality3
0x82173D74	draftQuality2
0x82173D84	draftQuality1
0x82173D94	draftQuality0
0x82173DA4	scoutmisc
0x82173DDC	scoutvisit
0x82173E4C	scoutTarget29
0x82173E5C	scoutTarget28
0x82173E6C	scoutTarget27
0x82173E7C	scoutTarget26
0x82173E8C	scoutTarget25
0x82173E9C	scoutTarget24
0x82173EAC	scoutTarget23
0x82173EBC	scoutTarget22
0x82173ECC	scoutTarget21
0x82173EDC	scoutTarget20
0x82173EEC	scoutTarget19
0x82173EFC	scoutTarget18
0x82173F0C	scoutTarget17
0x82173F1C	scoutTarget16
0x82173F2C	scoutTarget15
0x82173F3C	scoutTarget14
0x82173F4C	scoutTarget13
0x82173F5C	scoutTarget12
0x82173F6C	scoutTarget11
0x82173F7C	scoutTarget10
0x82173F8C	scoutTarget9
0x82173F9C	scoutTarget8
0x82173FAC	scoutTarget7
0x82173FBC	scoutTarget6
0x82173FCC	scoutTarget5
0x82173FDC	scoutTarget4
0x82173FEC	scoutTarget3
0x82173FFC	scoutTarget2
0x8217400C	scoutTarget1
0x8217401C	scoutTarget0
0x8217402C	scoutGradeAvg
0x8217403C	scoutGrade4
0x82174048	scoutGrade3
0x82174054	scoutGrade2
0x82174060	scoutGrade1
0x8217406C	scoutGrade0
0x82174078	scoutAssWeeks
0x82174088	scoutAssPosType
0x82174098	scoutAssLeague
0x821740A8	scoutAssEndDate
0x82174124	tradeblock
0x82174278	awardId
0x82174280	leagueAwardId
0x821742A3	 awards
0x82174344	TXT_CONFERENCE_2_STANDINGS
0x82174360	TXT_CONFERENCE_1_STANDINGS
0x8217451C	OSDK_OL_ENABLE_TRADES
0x82174594	TXT_MUD_SEASON_PHASE_COL
0x82174808	SEASON_PHASE_VALUE
0x82174878	SEASON_PHASE_LABEL
0x821749E4	OVERALL_LABEL
0x82174A28	TRADE_REQUEST
0x82174ACC	DRAFT_TEAM_ID
0x82174ADC	TRADE_DATA
0x82174AFC	seasonStatus
0x82174B1C	TXT_OFF_SEASON_TASKS
0x821755CC	OSDK_OL_CURRENT_SEASON
0x82175C6C	TXT_MUD_MEMBERS_COMMISSIONER_DYNASTY_COMPLETE_TITLE
0x82175E84	TXT_MAILBOX_PENDING_TRADE
0x82175EB4	TXT_MAILBOX_PROPOSED_TRADE
0x82175ED0	TXT_VIEW_TRADE
0x82175EF8	TXT_SAVE_DRAFT_PRIORITY_LIST
0x82176264	TXT_OVERALL_ABILITY
0x82176294	TXT_MUD_DRAFT_PRIORITY_SCREEN_TITLE
0x8217634C	mcSeasonProgression
0x8217637C	TXT_NEWS_LEAGUE_TRADE_DEADLINE
0x821763D8	TXT_NEWS_LEAGUE_RETIRED_PLAYERS
0x8217644C	TXT_NEWS_LEAGUE_START_OF_SEASON
0x8217648C	TXT_NEWS_LEAGUE_DYNASTY_CLEAR_WAIVERS_WARNING
0x821764F0	TXT_NEWS_LEAGUE_PLAYOFF_ROUND_ADVANCED
0x82176518	TXT_NEWS_LEAGUE_ROOKIE_DRAFT
0x821766CC	TXT_TRADE_STATUS
0x821766E0	TXT_TRADE_LEAGUE_REJECT
0x821766F8	TXT_TRADE_COMMISH_REJECT
0x82176714	TXT_TRADE_GM_REJECT
0x82176728	TXT_TRADE_GM_ACCEPT
0x821767CC	TXT_APPROVED_TRADE
0x821767E0	TXT_PENDING_TRADE_REQUEST
0x821767FC	TXT_TRADE_REQUEST
0x821769E4	OSDK_OL_STATE_DRAFT
0x821769F8	OSDK_OL_STATE_PLAYOFFS
0x82176A10	OSDK_OL_STATE_REG_SEASON
0x82176A2C	OSDK_OL_STATE_PRESEASON
0x82176A84	TXT_SEARCH_DYNASTY
0x82176D2C	MudHubScreen::ScoutMiscCacheEnabler
0x82176D50	MudHubScreen::ScoutStaffCacheEnabler
0x82176D78	MudHubScreen::ScoutVisitCacheEnabler
0x82176DA0	MudHubScreen::DraftPriorityCacheEnabler
0x82176DC8	MudHubScreen::DraftPickCacheEnabler
0x8217715F	 draftTeam
0x821771BC	rookies
0x821773BC	affiliateRating
0x82177410	playersUnderContract
0x82177428	ratingGoalTending
0x8217743C	ratingDefense
0x8217744C	ratingOffense
0x8217745C	ratingOverall
0x821776AC	freeagents
0x8217770C	keepcustomstickiftraded
0x82177724	keepcustomiftraded
0x82177EE8	g_overall
0x82178168	growthage
0x82178174	growthmod
0x82178180	growthspeed
0x8217818C	growthletter
0x8217819C	growthtier
0x821781B0	p_overall
0x82178578	nhlGamesPlayedThreeSeasonsAgo
0x82178598	nhlGamesPlayedTwoSeasonsAgo
0x821785B4	wiNhlGamesMissedToInjuryLastSeason
0x821785D8	wiNhlGamesMissedToInjuryCurrentSeason
0x82178600	wiNhlGamesPlayedLastSeason
0x821786A0	wiDateLastClearedCurrentSeason
0x821786C0	wiDateLastChangedLeaguesCurrentSeason
0x821786E8	ahlGamesPlayedPlayoffs
0x82178700	ahlGamesPlayedRegularSeason
0x8217871C	nhlGamesPlayedPlayoffs
0x82178734	nhlGamesPlayedRegularSeason
0x82178850	potentialAccuracy
0x82178864	tradeValue
0x8217887C	isDraftable
0x82178894	draftPosition
0x821788A4	draftRound
0x821788B0	draftYear
0x82178C34	LeagueDraftCacheManager
0x8217905C	isfirstseason
0x821790CC	seasonenum
0x82179128	seasonResult
0x82179324	ClubsSeasonalPlay
0x82179338	HUTSeasonalPlay
0x8217953C	FrontEnd::OverallStatsDataProvider::RewardDataVector
0x82179628	prevSeasonWins
0x82179734	SetTeamAward
0x82179744	%d/protected/competition/%d/awards/team/add
0x82179770	SetPlayerAward
0x82179780	%d/protected/competition/%d/awards/player/add
0x8217988C	GetAllHistoricalTeamAwards
0x821798A8	%d/protected/global/awards/team/list
0x821798D0	GetAllCreatedTeamAwards
0x821798E8	%d/protected/competition/%d/awards/team/list
0x82179918	GetCreatedTeamAward
0x82179930	%d/protected/competition/%d/awards/team/list?awardId=%d&year=%d
0x82179970	GetHistoricalTeamAward
0x82179988	%d/protected/global/awards/team/list?awardId=%d&year=%d
0x821799C0	GetCreatedPlayerAwardNumber
0x821799E0	%d/protected/competition/%d/awards/player/list?awardId=%d&year=%d&count=true
0x82179A30	GetHistoricalPlayerAwardNumber
0x82179A50	%d/protected/global/awards/player/list?awardId=%d&year=%d&count=true
0x82179A98	GetPublicCreatedTeamAward
0x82179AB8	%d/protected/competition/%d/awards/team/awardId/%d/year/%d/list
0x82179B40	GetHistoricalPlayerAward
0x82179B5C	%d/protected/global/awards/player/list?awardId=%d&year=%d
0x82179B98	GetAllCreatedPlayerAwards
0x82179BB4	%d/protected/competition/%d/awards/player/list
0x82179BE4	GetAllHistoricalPlayerAwards
0x82179C04	%d/protected/global/awards/player/list
0x82179C2C	GetCreatedPlayerAward
0x82179C48	%d/protected/competition/%d/awards/player/list?awardId=%d&year=%d
0x82179CC4	OSDK_SeasonalPlay
0x8217AC4C	TXT_VIEW_RETIRED_PLAYERS
0x8217AC68	TXT_VIEW_DRAFT_ORDER
0x8217AC80	TXT_SET_DRAFT_PRIORITY
0x8217AC98	TXT_POST_DRAFT_TASK
0x8217AFE8	potential
0x8217B028	keepcustomcoloursiftraded
0x8217B980	playoffbeardtype
0x8217B994	playoffbeardstart
0x8217B9A8	playoffbeardmax
0x8217B9B8	playoffbeardgrowthrate
0x8217B9D0	playoffbeardgrowstate
0x8217B9E8	playoffbeardcolor
0x8217B9FC	draftround
0x8217BA08	draftposition
0x8217BAFC	draftyear
0x8217BB08	draftteam
0x8217BB24	isrookie
0x8217CCA4	cpuTrade
0x8217CDD0	playofftype
0x8217CE20	maxrookiesal
0x8217FBFC	FlowInGameProgressSave
0x821803C8	FlowProgressSave
0x8218040C	ProgressSaveIfCRCChangedFlow
0x82183280	EVENT_LOCKERV3_CONTENT_UPLOAD_PROGRESS
0x821832F8	EVENT_LOCKERV3_CONTENT_DOWNLOAD_PROGRESS
0x82183584	EVENT_ROSTER_DOWNLOAD_PROGRESS
0x82183734	EVENT_CUSTOMDATAFILE_DOWNLOAD_PROGRESS
0x82184648	EVENT_CLUB_LOAD_AWARDS_SUCCESS
0x82184668	EVENT_CLUB_LOAD_AWARDS_FAILURE
0x821847A0	EVENT_CLUB_GENERATE_PASSWORD_SUCCESS
0x821847C8	EVENT_CLUB_GENERATE_PASSWORD_FAILURE
0x821854F0	EVENT_SEASONAL_PLAY_LOAD_CONFIGURATION_SUCCESS
0x82185520	EVENT_SEASONAL_PLAY_LOAD_CONFIGURATION_FAILURE
0x82185550	EVENT_SEASONAL_PLAY_LOAD_SEASON_ID_SUCCESS
0x8218557C	EVENT_SEASONAL_PLAY_LOAD_SEASON_ID_FAILURE
0x821855A8	EVENT_SEASONAL_PLAY_LOAD_SEASON_DETAILS_SUCCESS
0x821855D8	EVENT_SEASONAL_PLAY_LOAD_SEASON_DETAILS_FAILURE
0x82185608	EVENT_SEASONAL_PLAY_LOAD_MY_SEASON_DETAILS_SUCCESS
0x8218563C	EVENT_SEASONAL_PLAY_LOAD_MY_SEASON_DETAILS_FAILURE
0x82185670	EVENT_SEASONAL_PLAY_LOAD_RANKING_SUCCESS
0x8218569C	EVENT_SEASONAL_PLAY_LOAD_RANKING_FAILURE
0x821856C8	EVENT_SEASONAL_PLAY_REGISTER_FOR_SEASON_SUCCESS
0x821856F8	EVENT_SEASONAL_PLAY_REGISTER_FOR_SEASON_FAILURE
0x82185728	EVENT_SEASONAL_PLAY_LOAD_AWARDS_CONFIGURATION_SUCCESS
0x82185760	EVENT_SEASONAL_PLAY_LOAD_AWARDS_CONFIGURATION_FAILURE
0x82185798	EVENT_SEASONAL_PLAY_LOAD_AWARDS_SUCCESS
0x821857C0	EVENT_SEASONAL_PLAY_LOAD_AWARDS_FAILURE
0x8218812C	SeasonRank
0x82188138	SeasonLeague
0x82188A70	CClubs::GeneratePassword
0x82188C98	OSDK_SEASONALPLAY_ERR_NOT_REGISTERED
0x82188CC0	OSDK_SEASONALPLAY_ERR_ALREADY_REGISTERED
0x82188CEC	OSDK_SEASONALPLAY_ERR_NO_SUCH_SEASON
0x82188D14	OSDK_SEASONALPLAY_ERR_GENERAL
0x82188D34	hoursTillNextRegularSeasonStart
0x82188D54	nextRegularSeasonStart
0x82188D6C	hoursTillPlayoffsEnd
0x82188D84	playoffsEnd
0x82188D90	hoursTillPlayoffsStart
0x82188DA8	playoffsStart
0x82188DB8	hoursTillRegularSeasonEnd
0x82188DD4	regularSeasonEnd
0x82188DE8	hoursTillRegularSeasonStart
0x82188E04	regularSeasonStart
0x82188E18	seasonNumber
0x82188E28	seasonState
0x82188E34	seasonId
0x82188E6C	overallRanking
0x8218C1D8	IsSeasonTicketEnabled
0x8218CF04	awardTime
0x8218E238	[WARNING] - CClubs::Search(): one search club opeation is already in progress.
0x8218EDA0	CClubs::PersistClubMatchupSettings() SetMetaDataOperation in Progress!
0x8218F9F8	OSDK_SeasonalPlayAdaptor
0x8218FA48	LoadSeasonRankingInfo
0x8218FA60	RegisterForSeason
0x8218FA74	GetMySeasonDetails
0x8218FA88	LoadMySeasonDetails
0x8218FA9C	GetSeasonDetails
0x8218FAB0	LoadSeasonDetails
0x8218FAC4	LoadSeasonId
0x8218FB68	OSDK_SeasonalPlayAwardsAdaptor
0x8218FB88	GetAwardSummaries
0x8218FB9C	GetAwards
0x8218FBA8	LoadAwardsForSeason
0x8218FBBC	LoadAwardsForMember
0x8218FC28	lastWonSeasonNumber
0x8218FD70	GenerateFogActionGroupId
0x8218FEE8	EVENT_GENERATE_FOG_ACTION_GROUP_ID_SUCCESS
0x8218FF14	EVENT_GENERATE_FOG_ACTION_GROUP_ID_FAILURE
0x82190AB0	IsLoginInProgress
0x8219220C	Lock/Unlock operation already in progress
0x8219386C	GeneratePassword
0x8219396C	GetTimeUntilEndOfSeason
0x821939B4	GetClubOverallRanking
0x821939CC	LoadClubOverallRanking
0x82193B04	GetClubAwards
0x82195E84	ION_NHLDraft
0x82195EDB	@ION_NHLDynasty
0x821963A9	0@8ION_OnlineSeasons
0x82196C24	GetContractDetails
0x82196C60	RequestTrade
0x82196C70	GetRetirementSummary
0x82196C98	NotifyRetirement
0x82196DB0	GetSeasonStartingYears
0x82196DC8	GetProjectedOverall
0x82196DFC	RestorePlayerGrowth
0x82196E10	SavePlayerGrowth
0x82196E24	InitializePlayerGrowth
0x82196EFC	SetAcceptedContractOffer
0x82196F18	GetContractOffers
0x82196F48	SetResolvedOutstandingPopup
0x8219727C	GetMaxTradePile
0x8219733C	GetCardIdFromTradeId
0x82197354	GetActiveTradeSearchResults
0x82197370	GetTradeSearchResults
0x8219775C	GetLineupMessageForContracts
0x82197A3C	GetCurrentSquadRating
0x82197C84	StartSimulation
0x8219806C	NotifyStartFantasyDraftSync
0x82198088	DraftPlayer
0x82198094	GetLastDraftPicks
0x821980A8	GetDraftTeamDepth
0x821980BC	GetFantasyDraftPlayerIDs
0x821980D8	GetCurrentDraftUserTeamID
0x821980F4	SetDraftOrder
0x82198104	AbortDraft
0x82198110	AutoSimDraft
0x82198150	GetNumDraftRound
0x82198164	GetCurrentDraftRound
0x8219817C	GetNextDraftedPlayer
0x82198194	GetDraftedPlayerIDs
0x821981A8	GetDraftTeamIDsByRound
0x821981C0	GetDraftTeamIDs
0x821982C4	GetRetiredPlayersInfo
0x82198304	RefreshSalaryCapDataForContracts
0x82198418	ClearContractResponses
0x82198430	GetContractFilterList
0x82198448	GetContractResponse
0x8219845C	GetPlayerIDsForTodaysContractResponses
0x821984D0	GetTradeDefaults
0x82198518	GetProgressAttributes
0x82198550	SetAutoDraft
0x82198560	GetTeamDraftPlayerID
0x82198598	MakeContractOffer
0x821985D0	GetContractOfferValues
0x821985E8	SetContractOfferValue
0x82198638	GetScoutingProfileInfo
0x82198668	AutoDistributeScouts
0x82198718	SetScoutAttribute
0x8219872C	GetScoutOptionData
0x82198740	GetScoutAttributes
0x82198754	SetScout
0x82198760	GetScoutID
0x821987E0	GetPredraftInterviewTeamId
0x821987FC	ProcessPredraftInterviewResponse
0x82198838	GetPredraftInterviewData
